,,,,,,,,,,,,,,lat,long
https://www.google.co.th/maps/place/Chugarism+Bangsaen/data=!4m7!3m6!1s0x3102b51087890467:0x579832555c1cd0e4!8m2!3d13.2787096!4d100.9330012!16s%2Fg%2F11s19r1ztk!19sChIJZwSJhxC1AjER5NAcXFUymFc?authuser=0&hl=th&rclk=1,Chugarism Bangsaen,4.9,(19),ร้านเบเกอรี่,?,69/2 ถนน มาบมะยม,ปิดอยู่,? เปิด 12:00,https://lh5.googleusercontent.com/p/AF1QipNZAiF3PiAyDqW_VlNvPK4HPF0zEMlKFv0CQKxQ=w80-h94-k-no,,13.2787096!4d100.9330012,,"13.2787096,100.9330012",13.2787096,100.9330012
https://www.google.co.th/maps/place/WEDRINK%E2%80%8B+%E0%B8%8A%E0%B8%A5%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%AA%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2/data=!4m7!3m6!1s0x311d356366d0580b:0x331aae242ec233ad!8m2!3d13.3632148!4d100.9855028!16s%2Fg%2F11wq3gfvd2!19sChIJC1jQZmM1HTERrTPCLiSuGjM?authuser=0&hl=th&rclk=1,WEDRINK? ชลบุรี สาขาบางปลาสร้อย,4.6,(10),ไอศกรีม,?,130 ถ วชิรปราการ,ใกล้เปิดแล้ว,? 09:00,https://lh5.googleusercontent.com/p/AF1QipOpVXWmNSQefqCdZsdz-Lx_d336CuHsC56ilynl=w122-h92-k-no,,13.3632148!4d100.9855028,,"13.3632148,100.9855028",13.3632148,100.9855028
https://www.google.co.th/maps/place/%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%82%E0%B9%8C%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1/data=!4m7!3m6!1s0x3102b8dcd7cf1a4d:0xd1cb50483433e285!8m2!3d13.0531855!4d100.9462611!16s%2Fg%2F11d_916fpn!19sChIJTRrP19y4AjERheIzNEhQy9E?authuser=0&hl=th&rclk=1,สังข์แก้ว ไอศครีม,4.2,(10),ไอศกรีม,?,103/9 ม.8,เปิด,? ปิด 20:00,https://lh5.googleusercontent.com/p/AF1QipPHSAPIX3_Cuc6cX3N72TyouHR-lJXmMDIB0sLy=w163-h92-k-no,,13.0531855!4d100.9462611,,"13.0531855,100.9462611",13.0531855,100.9462611
https://www.google.co.th/maps/place/%E0%B8%9A%E0%B8%B9%E0%B8%A1%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1%28%E0%B8%99%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B8%B7%E0%B8%AD+%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2+%E0%B9%81%E0%B8%AB%E0%B8%A5%E0%B8%A1%E0%B8%89%E0%B8%9A%E0%B8%B1%E0%B8%87+%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%99%29/data=!4m7!3m6!1s0x3102be6c915509ed:0xf5bd6b93b67ecee2!8m2!3d12.9686898!4d100.906228!16s%2Fg%2F11b6tzbvmv!19sChIJ7QlVkWy-AjER4s5-tpNrvfU?authuser=0&hl=th&rclk=1,บูมไอศครีม(นาเกลือ พัทยา แหลมฉบัง นาจอมเทียน),4.6,(23),ไอศกรีม,?,302/3-4,เปิด,? ปิด 20:00,https://lh5.googleusercontent.com/p/AF1QipPx3GImp_LsKsgyPZpj-KBzp-Js37Q6KjMs2vCh=w115-h92-k-no,,12.9686898!4d100.906228,,"12.9686898,100.906228",12.9686898,100.906228
https://www.google.co.th/maps/place/H%C3%A4agen-Dazs/data=!4m7!3m6!1s0x311d4b160ca055af:0xf8b745a97c4a9a95!8m2!3d13.3371395!4d100.9690859!16s%2Fg%2F11qp1g9640!19sChIJr1WgDBZLHTERlZpKfKlFt_g?authuser=0&hl=th&rclk=1,H?agen-Dazs,4.0,(5),ไอศกรีม,?,"55, 88-89 55 91 หมู่ 1",ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipOXjDxWhbpVZpK1U4F3jJwVFk1tE9IrKCzKt2hK=w80-h106-k-no,,13.3371395!4d100.9690859,,"13.3371395,100.9690859",13.3371395,100.9690859
https://www.google.co.th/maps/place/Mini+monster/data=!4m7!3m6!1s0x311d350059351d91:0x72034a9cc95277e1!8m2!3d13.3664841!4d100.9880531!16s%2Fg%2F11m5l43hdf!19sChIJkR01WQA1HTER4XdSyZxKA3I?authuser=0&hl=th&rclk=1,Mini monster,4.5,(16),ไอศกรีม,?,836 ซอย เจตน์จำนงค์,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipMWPZKlvBjYE9AQu37eA84FQBTt0kC97GfZk70y=w80-h106-k-no,,13.3664841!4d100.9880531,,"13.3664841,100.9880531",13.3664841,100.9880531
"https://www.google.co.th/maps/place/%E0%B8%AA%E0%B8%B4%E0%B8%87%E0%B8%AB%E0%B9%8C+%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1%28%E0%B8%9E%E0%B8%B1%E0%B8%97%E0%B8%A2%E0%B8%B2,%E0%B8%99%E0%B8%B2%E0%B9%80%E0%B8%81%E0%B8%A5%E0%B8%B7%E0%B8%AD,%E0%B9%81%E0%B8%AB%E0%B8%A5%E0%B8%A1%E0%B8%89%E0%B8%9A%E0%B8%B1%E0%B8%87,%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B8%AD%E0%B8%A1%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%99%29/data=!4m7!3m6!1s0x3102bfc93cab48f5:0xc376eef99a0112ad!8m2!3d12.9685584!4d100.9061402!16s%2Fg%2F11sfhgr0lw!19sChIJ9UirPMm_AjERrRIBmvnudsM?authuser=0&hl=th&rclk=1","สิงห์ ไอศครีม(พัทยา,นาเกลือ,แหลมฉบัง,นาจอมเทียน)",5.0,(8),ไอศกรีม,?,302/9 สว่างฟ้า 5,เปิด,? ปิด 20:00,https://lh5.googleusercontent.com/p/AF1QipPkKwQyeFQxo-bs99f1GPzSvgBijL5khJlVAMwG=w80-h106-k-no,,12.9685584!4d100.9061402,,"12.9685584,100.9061402",12.9685584,100.9061402
https://www.google.co.th/maps/place/Swan+specialty+coffee+%26+bistro/data=!4m7!3m6!1s0x3102b5418713e313:0x8449b717c4e415f0!8m2!3d13.2614892!4d100.9291409!16s%2Fg%2F11pc9q8422!19sChIJE-MTh0G1AjER8BXkxBe3SYQ?authuser=0&hl=th&rclk=1,Swan specialty coffee & bistro,4.8,(251),ร้านกาแฟ,,,เปิด,? ปิด 17:00,https://lh5.googleusercontent.com/p/AF1QipMq8gDx28cpCdsZkKzJAE07J7KBMG4REsDET48h=w163-h92-k-no,,13.2614892!4d100.9291409,,"13.2614892,100.9291409",13.2614892,100.9291409
https://www.google.co.th/maps/place/%E0%B8%AE%E0%B8%B1%E0%B8%81%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B9%84%E0%B8%AD%E0%B8%A8%E0%B8%84%E0%B8%A3%E0%B8%B5%E0%B8%A1/data=!4m7!3m6!1s0x3102b9a3753ab68f:0xc6df7d45cf898c3d!8m2!3d13.089883!4d100.9182747!16s%2Fg%2F11c529xg_8!19sChIJj7Y6daO5AjERPYyJz0V938Y?authuser=0&hl=th&rclk=1,ฮักจังไอศครีม,4.0,(2),ไอศกรีม,?,53 ถ. สุขุมวิท,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipPoWMWaqfJbLB1J5zK9Lce0zsv2a42xAT-_RP_6=w122-h92-k-no,,13.089883!4d100.9182747,,"13.089883,100.9182747",13.089883,100.9182747
https://www.google.co.th/maps/place/Sobar+Bang+Saen/data=!4m7!3m6!1s0x3102b539a1fe4cef:0x555746be51af25ee!8m2!3d13.2949216!4d100.9186027!16s%2Fg%2F11t7cqhz4t!19sChIJ70z-oTm1AjER7iWvUb5GV1U?authuser=0&hl=th&rclk=1,Sobar Bang Saen,4.9,(52),ร้านกาแฟ,?,เลขที่ 56/3 ถนน ข้าวหลาม,เปิด,? ปิด 16:00,https://lh5.googleusercontent.com/p/AF1QipMjS2p3e-XX6R2InU667UTiaeX_z8Bi5lacflJE=w80-h106-k-no,,13.2949216!4d100.9186027,,"13.2949216,100.9186027",13.2949216,100.9186027
https://www.google.co.th/maps/place/Daily+Soft+%28%E0%B9%80%E0%B8%94%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%8B%E0%B8%AD%E0%B8%9F+%E0%B9%83%E0%B8%AB%E0%B9%89%E0%B8%97%E0%B8%B8%E0%B8%81%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%8B%E0%B8%AD%E0%B8%9F%E0%B9%86%29/data=!4m7!3m6!1s0x3102b7e45669b20b:0xecedac27ac5e9e0b!8m2!3d13.1309109!4d100.9413713!16s%2Fg%2F11v4m8s1p8!19sChIJC7JpVuS3AjERC55erCes7ew?authuser=0&hl=th&rclk=1,Daily Soft (เดลี่ซอฟ ให้ทุกวันเป็นวันซอฟๆ),4.6,(5),ไอศกรีม,?,79/3 ถ. เก้ากิโล,ปิดอยู่,? เปิด 11:00,https://lh5.googleusercontent.com/p/AF1QipMlqYIEOS_3rC0Xf9FZyGx5QQWg1giIJ0gEqEY=w80-h106-k-no,,13.1309109!4d100.9413713,,"13.1309109,100.9413713",13.1309109,100.9413713
https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99/data=!4m7!3m6!1s0x3102b7b0d659c309:0xc4e790128fb79884!8m2!3d13.1639361!4d100.9209272!16s%2Fg%2F11v67k70w1!19sChIJCcNZ1rC3AjERhJi3jxKQ58Q?authuser=0&hl=th&rclk=1,ไอติมทอดธาตุหวาน,4.4,(7),ของหวาน,?,ศรีราชา 200/17,ปิดอยู่,? เปิด 15:30,https://lh5.googleusercontent.com/p/AF1QipMSNPWik7UBXT9zitnvxjpePim9qBqnEYheSihc=w80-h106-k-no,,13.1639361!4d100.9209272,,"13.1639361,100.9209272",13.1639361,100.9209272
https://www.google.co.th/maps/place/Dairy+Queen+CENTRAL+SRIRACHA/data=!4m7!3m6!1s0x3102b7643bb3cee9:0xdddf06fe1d7baecd!8m2!3d13.1788928!4d100.9311045!16s%2Fg%2F11spxhrkpp!19sChIJ6c6zO2S3AjERza57Hf4G390?authuser=0&hl=th&rclk=1,Dairy Queen CENTRAL SRIRACHA,2.3,(8),ไอศกรีม,?,5WHJ+GCX,ปิดอยู่,? เปิด 10:00,https://lh5.googleusercontent.com/p/AF1QipP53cRYBqhHoir6lhncq35s4Vk3l76NX5eDIHo=w122-h92-k-no,,13.1788928!4d100.9311045,,"13.1788928,100.9311045",13.1788928,100.9311045
,,,,,,,,,,,,,,,
